day,month,year,cases,deaths,countriesAndTerritories,popData2019
29,3,2020,0,0,Angola,31825299
28,3,2020,1,0,Angola,31825299
27,3,2020,1,0,Angola,31825299
26,3,2020,0,0,Angola,31825299
25,3,2020,0,0,Angola,31825299
24,3,2020,0,0,Angola,31825299
23,3,2020,0,0,Angola,31825299
22,3,2020,2,0,Angola,31825299
6,7,2020,0,0,Anguilla,14872
5,7,2020,0,0,Anguilla,14872
4,7,2020,0,0,Anguilla,14872
3,7,2020,0,0,Anguilla,14872
2,7,2020,0,0,Anguilla,14872
1,7,2020,0,0,Anguilla,14872
30,6,2020,0,0,Anguilla,14872
29,6,2020,0,0,Anguilla,14872
28,6,2020,0,0,Anguilla,14872
27,6,2020,0,0,Anguilla,14872
26,6,2020,0,0,Anguilla,14872
25,6,2020,0,0,Anguilla,14872
24,6,2020,0,0,Anguilla,14872
23,6,2020,0,0,Anguilla,14872
22,6,2020,0,0,Anguilla,14872
21,6,2020,0,0,Anguilla,14872
20,6,2020,0,0,Anguilla,14872
19,6,2020,0,0,Anguilla,14872
18,6,2020,0,0,Anguilla,14872
17,6,2020,0,0,Anguilla,14872
16,6,2020,0,0,Anguilla,14872
15,6,2020,0,0,Anguilla,14872
14,6,2020,0,0,Anguilla,14872
13,6,2020,0,0,Anguilla,14872
12,6,2020,0,0,Anguilla,14872
11,6,2020,0,0,Anguilla,14872
10,6,2020,0,0,Anguilla,14872
9,6,2020,0,0,Anguilla,14872
8,6,2020,0,0,Anguilla,14872
7,6,2020,0,0,Anguilla,14872
6,6,2020,0,0,Anguilla,14872
5,6,2020,0,0,Anguilla,14872
4,6,2020,0,0,Anguilla,14872
3,6,2020,0,0,Anguilla,14872
2,6,2020,0,0,Anguilla,14872
1,6,2020,0,0,Anguilla,14872
31,5,2020,0,0,Anguilla,14872
30,5,2020,0,0,Anguilla,14872
29,5,2020,0,0,Anguilla,14872
28,5,2020,0,0,Anguilla,14872
27,5,2020,0,0,Anguilla,14872
26,5,2020,0,0,Anguilla,14872
25,5,2020,0,0,Anguilla,14872
24,5,2020,0,0,Anguilla,14872
23,5,2020,0,0,Anguilla,14872
22,5,2020,0,0,Anguilla,14872
21,5,2020,0,0,Anguilla,14872
20,5,2020,0,0,Anguilla,14872
19,5,2020,0,0,Anguilla,14872
18,5,2020,0,0,Anguilla,14872
17,5,2020,0,0,Anguilla,14872
16,5,2020,0,0,Anguilla,14872
15,5,2020,0,0,Anguilla,14872
14,5,2020,0,0,Anguilla,14872
13,5,2020,0,0,Anguilla,14872
12,5,2020,0,0,Anguilla,14872
11,5,2020,0,0,Anguilla,14872
10,5,2020,0,0,Anguilla,14872
9,5,2020,0,0,Anguilla,14872
8,5,2020,0,0,Anguilla,14872
7,5,2020,0,0,Anguilla,14872
6,5,2020,0,0,Anguilla,14872
5,5,2020,0,0,Anguilla,14872
4,5,2020,0,0,Anguilla,14872
3,5,2020,0,0,Anguilla,14872
2,5,2020,0,0,Anguilla,14872
1,5,2020,0,0,Anguilla,14872
30,4,2020,0,0,Anguilla,14872
29,4,2020,0,0,Anguilla,14872
28,4,2020,0,0,Anguilla,14872
27,4,2020,0,0,Anguilla,14872
26,4,2020,0,0,Anguilla,14872
25,4,2020,0,0,Anguilla,14872
24,4,2020,0,0,Anguilla,14872
23,4,2020,0,0,Anguilla,14872
22,4,2020,0,0,Anguilla,14872
21,4,2020,0,0,Anguilla,14872
20,4,2020,0,0,Anguilla,14872
19,4,2020,0,0,Anguilla,14872
18,4,2020,0,0,Anguilla,14872
17,4,2020,0,0,Anguilla,14872
16,4,2020,0,0,Anguilla,14872
15,4,2020,0,0,Anguilla,14872
14,4,2020,0,0,Anguilla,14872
13,4,2020,0,0,Anguilla,14872
12,4,2020,0,0,Anguilla,14872
11,4,2020,0,0,Anguilla,14872
10,4,2020,0,0,Anguilla,14872
9,4,2020,0,0,Anguilla,14872
8,4,2020,0,0,Anguilla,14872
7,4,2020,0,0,Anguilla,14872
6,4,2020,0,0,Anguilla,14872
5,4,2020,0,0,Anguilla,14872
4,4,2020,0,0,Anguilla,14872
3,4,2020,1,0,Anguilla,14872
2,4,2020,0,0,Anguilla,14872
1,4,2020,0,0,Anguilla,14872
31,3,2020,0,0,Anguilla,14872
30,3,2020,0,0,Anguilla,14872
29,3,2020,0,0,Anguilla,14872
28,3,2020,0,0,Anguilla,14872
27,3,2020,2,0,Anguilla,14872
6,7,2020,0,0,Antigua and Barbuda,97115
5,7,2020,0,0,Antigua and Barbuda,97115
4,7,2020,0,0,Antigua and Barbuda,97115
3,7,2020,2,0,Antigua and Barbuda,97115
2,7,2020,0,0,Antigua and Barbuda,97115
1,7,2020,0,0,Antigua and Barbuda,97115
30,6,2020,1,0,Antigua and Barbuda,97115
29,6,2020,0,0,Antigua and Barbuda,97115
28,6,2020,0,0,Antigua and Barbuda,97115
27,6,2020,0,0,Antigua and Barbuda,97115
26,6,2020,0,0,Antigua and Barbuda,97115
25,6,2020,39,0,Antigua and Barbuda,97115
24,6,2020,0,0,Antigua and Barbuda,97115
23,6,2020,0,0,Antigua and Barbuda,97115
22,6,2020,0,0,Antigua and Barbuda,97115
21,6,2020,0,0,Antigua and Barbuda,97115
20,6,2020,0,0,Antigua and Barbuda,97115
19,6,2020,0,0,Antigua and Barbuda,97115
18,6,2020,0,0,Antigua and Barbuda,97115
17,6,2020,0,0,Antigua and Barbuda,97115
16,6,2020,0,0,Antigua and Barbuda,97115
15,6,2020,0,0,Antigua and Barbuda,97115
14,6,2020,0,0,Antigua and Barbuda,97115
13,6,2020,0,0,Antigua and Barbuda,97115
12,6,2020,0,0,Antigua and Barbuda,97115
11,6,2020,0,0,Antigua and Barbuda,97115
10,6,2020,0,0,Antigua and Barbuda,97115
9,6,2020,0,0,Antigua and Barbuda,97115
8,6,2020,0,0,Antigua and Barbuda,97115
7,6,2020,0,0,Antigua and Barbuda,97115
6,6,2020,0,0,Antigua and Barbuda,97115
5,6,2020,0,0,Antigua and Barbuda,97115
4,6,2020,1,0,Antigua and Barbuda,97115
3,6,2020,0,0,Antigua and Barbuda,97115
2,6,2020,0,0,Antigua and Barbuda,97115
1,6,2020,0,0,Antigua and Barbuda,97115
31,5,2020,0,0,Antigua and Barbuda,97115
30,5,2020,0,0,Antigua and Barbuda,97115
29,5,2020,0,0,Antigua and Barbuda,97115
28,5,2020,0,0,Antigua and Barbuda,97115
27,5,2020,0,0,Antigua and Barbuda,97115
26,5,2020,0,0,Antigua and Barbuda,97115
25,5,2020,0,0,Antigua and Barbuda,97115
24,5,2020,0,0,Antigua and Barbuda,97115
23,5,2020,0,0,Antigua and Barbuda,97115
22,5,2020,0,0,Antigua and Barbuda,97115
21,5,2020,0,0,Antigua and Barbuda,97115
20,5,2020,0,0,Antigua and Barbuda,97115
19,5,2020,0,0,Antigua and Barbuda,97115
18,5,2020,0,0,Antigua and Barbuda,97115
17,5,2020,0,0,Antigua and Barbuda,97115
16,5,2020,0,0,Antigua and Barbuda,97115
15,5,2020,0,0,Antigua and Barbuda,97115
14,5,2020,0,0,Antigua and Barbuda,97115
13,5,2020,0,0,Antigua and Barbuda,97115
12,5,2020,0,0,Antigua and Barbuda,97115
11,5,2020,0,0,Antigua and Barbuda,97115
10,5,2020,0,0,Antigua and Barbuda,97115
9,5,2020,0,0,Antigua and Barbuda,97115
8,5,2020,0,0,Antigua and Barbuda,97115
7,5,2020,0,0,Antigua and Barbuda,97115
6,5,2020,0,0,Antigua and Barbuda,97115
5,5,2020,0,0,Antigua and Barbuda,97115
4,5,2020,0,0,Antigua and Barbuda,97115
3,5,2020,0,0,Antigua and Barbuda,97115
2,5,2020,1,0,Antigua and Barbuda,97115
1,5,2020,0,0,Antigua and Barbuda,97115
30,4,2020,0,0,Antigua and Barbuda,97115
29,4,2020,0,0,Antigua and Barbuda,97115
28,4,2020,0,0,Antigua and Barbuda,97115
27,4,2020,0,0,Antigua and Barbuda,97115
26,4,2020,0,0,Antigua and Barbuda,97115
25,4,2020,0,0,Antigua and Barbuda,97115
24,4,2020,0,0,Antigua and Barbuda,97115
23,4,2020,0,0,Antigua and Barbuda,97115
22,4,2020,1,0,Antigua and Barbuda,97115
21,4,2020,0,1,Antigua and Barbuda,97115
20,4,2020,0,0,Antigua and Barbuda,97115
19,4,2020,0,0,Antigua and Barbuda,97115
18,4,2020,0,0,Antigua and Barbuda,97115
17,4,2020,0,0,Antigua and Barbuda,97115
16,4,2020,0,0,Antigua and Barbuda,97115
15,4,2020,0,0,Antigua and Barbuda,97115
14,4,2020,2,0,Antigua and Barbuda,97115
13,4,2020,0,0,Antigua and Barbuda,97115
12,4,2020,0,0,Antigua and Barbuda,97115
11,4,2020,2,0,Antigua and Barbuda,97115
10,4,2020,4,2,Antigua and Barbuda,97115
9,4,2020,0,0,Antigua and Barbuda,97115
8,4,2020,0,0,Antigua and Barbuda,97115
7,4,2020,0,0,Antigua and Barbuda,97115
6,4,2020,0,0,Antigua and Barbuda,97115
5,4,2020,0,0,Antigua and Barbuda,97115
4,4,2020,6,0,Antigua and Barbuda,97115
3,4,2020,2,0,Antigua and Barbuda,97115
2,4,2020,0,0,Antigua and Barbuda,97115
1,4,2020,0,0,Antigua and Barbuda,97115
31,3,2020,0,0,Antigua and Barbuda,97115
30,3,2020,0,0,Antigua and Barbuda,97115
29,3,2020,0,0,Antigua and Barbuda,97115
28,3,2020,0,0,Antigua and Barbuda,97115
27,3,2020,4,0,Antigua and Barbuda,97115
26,3,2020,0,0,Antigua and Barbuda,97115
25,3,2020,2,0,Antigua and Barbuda,97115
24,3,2020,0,0,Antigua and Barbuda,97115
23,3,2020,0,0,Antigua and Barbuda,97115
22,3,2020,0,0,Antigua and Barbuda,97115
21,3,2020,0,0,Antigua and Barbuda,97115
15,3,2020,1,0,Antigua and Barbuda,97115
6,7,2020,2590,37,Argentina,44780675
5,7,2020,0,16,Argentina,44780675
4,7,2020,2845,52,Argentina,44780675
3,7,2020,2744,34,Argentina,44780675
2,7,2020,2667,44,Argentina,44780675
1,7,2020,2262,27,Argentina,44780675
30,6,2020,4524,63,Argentina,44780675
29,6,2020,0,10,Argentina,44780675
28,6,2020,5287,40,Argentina,44780675
27,6,2020,0,43,Argentina,44780675
26,6,2020,2606,39,Argentina,44780675
25,6,2020,4920,36,Argentina,44780675
24,6,2020,0,6,Argentina,44780675
23,6,2020,2146,32,Argentina,44780675
22,6,2020,1581,19,Argentina,44780675
21,6,2020,1634,13,Argentina,44780675
20,6,2020,4018,50,Argentina,44780675
19,6,2020,0,16,Argentina,44780675
18,6,2020,1393,35,Argentina,44780675
17,6,2020,1374,24,Argentina,44780675
16,6,2020,1208,21,Argentina,44780675
15,6,2020,1282,18,Argentina,44780675
14,6,2020,1531,30,Argentina,44780675
13,6,2020,1391,20,Argentina,44780675
12,6,2020,1373,30,Argentina,44780675
11,6,2020,1239,18,Argentina,44780675
10,6,2020,1141,24,Argentina,44780675
9,6,2020,826,29,Argentina,44780675
8,6,2020,774,16,Argentina,44780675
7,6,2020,983,16,Argentina,44780675
6,6,2020,1769,44,Argentina,44780675
5,6,2020,0,5,Argentina,44780675
4,6,2020,949,14,Argentina,44780675
3,6,2020,904,13,Argentina,44780675
2,6,2020,564,17,Argentina,44780675
1,6,2020,637,11,Argentina,44780675
31,5,2020,795,8,Argentina,44780675
30,5,2020,717,12,Argentina,44780675
29,5,2020,769,8,Argentina,44780675
28,5,2020,705,16,Argentina,44780675
27,5,2020,600,17,Argentina,44780675
26,5,2020,552,15,Argentina,44780675
25,5,2020,723,7,Argentina,44780675
24,5,2020,704,12,Argentina,44780675
23,5,2020,718,17,Argentina,44780675
22,5,2020,648,13,Argentina,44780675
21,5,2020,474,10,Argentina,44780675
20,5,2020,438,11,Argentina,44780675
19,5,2020,566,16,Argentina,44780675
18,5,2020,0,3,Argentina,44780675
17,5,2020,326,7,Argentina,44780675
16,5,2020,345,3,Argentina,44780675
15,5,2020,255,24,Argentina,44780675
14,5,2020,316,10,Argentina,44780675
13,5,2020,529,14,Argentina,44780675
12,5,2020,245,5,Argentina,44780675
11,5,2020,13,0,Argentina,44780675
10,5,2020,165,7,Argentina,44780675
9,5,2020,240,11,Argentina,44780675
8,5,2020,163,9,Argentina,44780675
7,5,2020,188,9,Argentina,44780675
6,5,2020,133,4,Argentina,44780675
5,5,2020,104,14,Argentina,44780675
4,5,2020,102,9,Argentina,44780675
3,5,2020,149,12,Argentina,44780675
2,5,2020,104,7,Argentina,44780675
1,5,2020,143,4,Argentina,44780675
30,4,2020,158,7,Argentina,44780675
29,4,2020,124,10,Argentina,44780675
28,4,2020,223,11,Argentina,44780675
27,4,2020,0,1,Argentina,44780675
26,4,2020,344,18,Argentina,44780675
25,4,2020,0,2,Argentina,44780675
24,4,2020,147,6,Argentina,44780675
23,4,2020,144,8,Argentina,44780675
22,4,2020,112,9,Argentina,44780675
21,4,2020,90,8,Argentina,44780675
20,4,2020,102,2,Argentina,44780675
19,4,2020,170,10,Argentina,44780675
18,4,2020,98,7,Argentina,44780675
17,4,2020,128,6,Argentina,44780675
16,4,2020,0,4,Argentina,44780675
15,4,2020,160,7,Argentina,44780675
14,4,2020,69,3,Argentina,44780675
13,4,2020,66,6,Argentina,44780675
12,4,2020,162,7,Argentina,44780675
11,4,2020,81,3,Argentina,44780675
10,4,2020,99,14,Argentina,44780675
9,4,2020,80,5,Argentina,44780675
8,4,2020,87,7,Argentina,44780675
7,4,2020,74,7,Argentina,44780675
6,4,2020,103,3,Argentina,44780675
5,4,2020,186,6,Argentina,44780675
4,4,2020,132,3,Argentina,44780675
3,4,2020,0,3,Argentina,44780675
2,4,2020,167,7,Argentina,44780675
1,4,2020,0,0,Argentina,44780675
31,3,2020,146,4,Argentina,44780675
30,3,2020,75,1,Argentina,44780675
29,3,2020,55,2,Argentina,44780675
28,3,2020,101,5,Argentina,44780675
27,3,2020,87,4,Argentina,44780675
26,3,2020,115,2,Argentina,44780675
25,3,2020,86,2,Argentina,44780675
24,3,2020,35,0,Argentina,44780675
23,3,2020,41,0,Argentina,44780675
22,3,2020,67,1,Argentina,44780675
21,3,2020,30,0,Argentina,44780675
20,3,2020,31,1,Argentina,44780675
19,3,2020,18,0,Argentina,44780675
18,3,2020,14,0,Argentina,44780675
17,3,2020,9,0,Argentina,44780675
16,3,2020,11,0,Argentina,44780675
15,3,2020,11,0,Argentina,44780675
14,3,2020,3,1,Argentina,44780675
13,3,2020,12,0,Argentina,44780675
11,3,2020,7,0,Argentina,44780675
9,3,2020,3,0,Argentina,44780675
8,3,2020,1,1,Argentina,44780675
7,3,2020,6,0,Argentina,44780675
6,3,2020,1,0,Argentina,44780675
4,3,2020,1,0,Argentina,44780675
6,7,2020,706,7,Armenia,2957728
5,7,2020,580,8,Armenia,2957728
4,7,2020,662,10,Armenia,2957728
3,7,2020,593,6,Armenia,2957728
2,7,2020,523,10,Armenia,2957728
1,7,2020,415,10,Armenia,2957728
30,6,2020,0,0,Armenia,2957728
29,6,2020,482,7,Armenia,2957728
28,6,2020,736,6,Armenia,2957728
27,6,2020,662,10,Armenia,2957728
26,6,2020,1530,24,Armenia,2957728
25,6,2020,0,0,Armenia,2957728
24,6,2020,1129,26,Armenia,2957728
23,6,2020,0,0,Armenia,2957728
22,6,2020,880,28,Armenia,2957728
21,6,2020,551,13,Armenia,2957728
20,6,2020,459,10,Armenia,2957728
19,6,2020,665,7,Armenia,2957728
18,6,2020,544,9,Armenia,2957728
17,6,2020,425,8,Armenia,2957728
16,6,2020,397,16,Armenia,2957728
15,6,2020,663,5,Armenia,2957728
14,6,2020,723,6,Armenia,2957728
13,6,2020,612,13,Armenia,2957728
12,6,2020,566,18,Armenia,2957728
11,6,2020,428,10,Armenia,2957728
10,6,2020,350,6,Armenia,2957728
9,6,2020,195,11,Armenia,2957728
8,6,2020,766,10,Armenia,2957728
7,6,2020,547,7,Armenia,2957728
6,6,2020,596,7,Armenia,2957728
5,6,2020,697,6,Armenia,2957728
4,6,2020,515,12,Armenia,2957728
3,6,2020,517,19,Armenia,2957728
2,6,2020,210,8,Armenia,2957728
1,6,2020,355,4,Armenia,2957728
31,5,2020,251,7,Armenia,2957728
30,5,2020,460,7,Armenia,2957728
29,5,2020,442,15,Armenia,2957728
28,5,2020,372,7,Armenia,2957728
27,5,2020,289,4,Armenia,2957728
26,5,2020,452,6,Armenia,2957728
25,5,2020,359,4,Armenia,2957728
24,5,2020,374,3,Armenia,2957728
23,5,2020,322,4,Armenia,2957728
22,5,2020,335,3,Armenia,2957728
21,5,2020,230,3,Armenia,2957728
20,5,2020,218,3,Armenia,2957728
19,5,2020,351,1,Armenia,2957728
18,5,2020,189,5,Armenia,2957728
17,5,2020,239,3,Armenia,2957728
16,5,2020,184,3,Armenia,2957728
15,5,2020,142,1,Armenia,2957728
14,5,2020,180,1,Armenia,2957728
13,5,2020,146,1,Armenia,2957728
12,5,2020,79,1,Armenia,2957728
11,5,2020,138,1,Armenia,2957728
10,5,2020,146,1,Armenia,2957728
9,5,2020,145,1,Armenia,2957728
8,5,2020,102,2,Armenia,2957728
7,5,2020,163,0,Armenia,2957728
6,5,2020,112,1,Armenia,2957728
5,5,2020,121,4,Armenia,2957728
4,5,2020,113,2,Armenia,2957728
3,5,2020,125,0,Armenia,2957728
2,5,2020,82,1,Armenia,2957728
1,5,2020,134,2,Armenia,2957728
30,4,2020,0,0,Armenia,2957728
29,4,2020,65,0,Armenia,2957728
28,4,2020,59,1,Armenia,2957728
27,4,2020,62,1,Armenia,2957728
26,4,2020,69,0,Armenia,2957728
25,4,2020,81,1,Armenia,2957728
24,4,2020,73,3,Armenia,2957728
23,4,2020,50,0,Armenia,2957728
22,4,2020,72,0,Armenia,2957728
21,4,2020,62,2,Armenia,2957728
20,4,2020,48,2,Armenia,2957728
19,4,2020,43,0,Armenia,2957728
18,4,2020,47,1,Armenia,2957728
17,4,2020,42,1,Armenia,2957728
16,4,2020,48,1,Armenia,2957728
15,4,2020,72,3,Armenia,2957728
14,4,2020,26,1,Armenia,2957728
13,4,2020,46,0,Armenia,2957728
12,4,2020,30,2,Armenia,2957728
11,4,2020,16,1,Armenia,2957728
10,4,2020,40,1,Armenia,2957728
9,4,2020,28,1,Armenia,2957728
8,4,2020,20,0,Armenia,2957728
7,4,2020,11,1,Armenia,2957728
6,4,2020,52,0,Armenia,2957728
5,4,2020,34,0,Armenia,2957728
4,4,2020,73,3,Armenia,2957728
3,4,2020,92,1,Armenia,2957728
2,4,2020,39,0,Armenia,2957728
1,4,2020,50,0,Armenia,2957728
31,3,2020,58,0,Armenia,2957728
30,3,2020,0,0,Armenia,2957728
29,3,2020,52,2,Armenia,2957728
28,3,2020,43,0,Armenia,2957728
27,3,2020,39,1,Armenia,2957728
26,3,2020,25,0,Armenia,2957728
25,3,2020,71,0,Armenia,2957728
24,3,2020,4,0,Armenia,2957728
23,3,2020,30,0,Armenia,2957728
22,3,2020,24,0,Armenia,2957728
21,3,2020,14,0,Armenia,2957728
20,3,2020,7,0,Armenia,2957728
19,3,2020,37,0,Armenia,2957728
18,3,2020,26,0,Armenia,2957728
17,3,2020,22,0,Armenia,2957728
16,3,2020,10,0,Armenia,2957728
15,3,2020,7,0,Armenia,2957728
14,3,2020,7,0,Armenia,2957728
13,3,2020,2,0,Armenia,2957728
12,3,2020,3,0,Armenia,2957728
2,3,2020,0,0,Armenia,2957728
1,3,2020,1,0,Armenia,2957728
29,2,2020,0,0,Armenia,2957728
28,2,2020,0,0,Armenia,2957728
27,2,2020,0,0,Armenia,2957728
26,2,2020,0,0,Armenia,2957728
25,2,2020,0,0,Armenia,2957728
24,2,2020,0,0,Armenia,2957728
23,2,2020,0,0,Armenia,2957728
22,2,2020,0,0,Armenia,2957728
21,2,2020,0,0,Armenia,2957728
20,2,2020,0,0,Armenia,2957728
19,2,2020,0,0,Armenia,2957728
18,2,2020,0,0,Armenia,2957728
17,2,2020,0,0,Armenia,2957728
16,2,2020,0,0,Armenia,2957728
15,2,2020,0,0,Armenia,2957728
14,2,2020,0,0,Armenia,2957728
13,2,2020,0,0,Armenia,2957728
12,2,2020,0,0,Armenia,2957728
11,2,2020,0,0,Armenia,2957728
10,2,2020,0,0,Armenia,2957728
9,2,2020,0,0,Armenia,2957728
8,2,2020,0,0,Armenia,2957728
7,2,2020,0,0,Armenia,2957728
6,2,2020,0,0,Armenia,2957728
5,2,2020,0,0,Armenia,2957728
4,2,2020,0,0,Armenia,2957728
3,2,2020,0,0,Armenia,2957728
2,2,2020,0,0,Armenia,2957728
1,2,2020,0,0,Armenia,2957728
31,1,2020,0,0,Armenia,2957728
30,1,2020,0,0,Armenia,2957728
29,1,2020,0,0,Armenia,2957728
28,1,2020,0,0,Armenia,2957728
27,1,2020,0,0,Armenia,2957728
26,1,2020,0,0,Armenia,2957728
25,1,2020,0,0,Armenia,2957728
24,1,2020,0,0,Armenia,2957728
23,1,2020,0,0,Armenia,2957728
22,1,2020,0,0,Armenia,2957728
21,1,2020,0,0,Armenia,2957728
20,1,2020,0,0,Armenia,2957728
19,1,2020,0,0,Armenia,2957728
18,1,2020,0,0,Armenia,2957728
17,1,2020,0,0,Armenia,2957728
16,1,2020,0,0,Armenia,2957728
15,1,2020,0,0,Armenia,2957728
14,1,2020,0,0,Armenia,2957728
13,1,2020,0,0,Armenia,2957728
12,1,2020,0,0,Armenia,2957728
11,1,2020,0,0,Armenia,2957728
10,1,2020,0,0,Armenia,2957728
9,1,2020,0,0,Armenia,2957728
8,1,2020,0,0,Armenia,2957728
7,1,2020,0,0,Armenia,2957728
6,1,2020,0,0,Armenia,2957728
5,1,2020,0,0,Armenia,2957728
4,1,2020,0,0,Armenia,2957728
3,1,2020,0,0,Armenia,2957728
2,1,2020,0,0,Armenia,2957728
1,1,2020,0,0,Armenia,2957728
31,12,2019,0,0,Armenia,2957728
6,7,2020,0,0,Aruba,106310
5,7,2020,1,0,Aruba,106310
4,7,2020,0,0,Aruba,106310
3,7,2020,1,0,Aruba,106310
2,7,2020,0,0,Aruba,106310
1,7,2020,0,0,Aruba,106310
30,6,2020,2,0,Aruba,106310
29,6,2020,0,0,Aruba,106310
28,6,2020,0,0,Aruba,106310
27,6,2020,0,0,Aruba,106310
26,6,2020,0,0,Aruba,106310
25,6,2020,0,0,Aruba,106310
24,6,2020,0,0,Aruba,106310
23,6,2020,0,0,Aruba,106310
22,6,2020,0,0,Aruba,106310
21,6,2020,0,0,Aruba,106310
20,6,2020,0,0,Aruba,106310
19,6,2020,0,0,Aruba,106310
18,6,2020,0,0,Aruba,106310
17,6,2020,0,0,Aruba,106310
16,6,2020,0,0,Aruba,106310
15,6,2020,0,0,Aruba,106310
14,6,2020,0,0,Aruba,106310
13,6,2020,0,0,Aruba,106310
12,6,2020,0,0,Aruba,106310
11,6,2020,0,0,Aruba,106310
10,6,2020,0,0,Aruba,106310
9,6,2020,0,0,Aruba,106310
8,6,2020,0,0,Aruba,106310
7,6,2020,0,0,Aruba,106310
6,6,2020,0,0,Aruba,106310
5,6,2020,0,0,Aruba,106310
4,6,2020,0,0,Aruba,106310
3,6,2020,0,0,Aruba,106310
2,6,2020,0,0,Aruba,106310
1,6,2020,0,0,Aruba,106310
31,5,2020,0,0,Aruba,106310
30,5,2020,0,0,Aruba,106310
29,5,2020,0,0,Aruba,106310
28,5,2020,0,0,Aruba,106310
27,5,2020,0,0,Aruba,106310
26,5,2020,0,0,Aruba,106310
25,5,2020,0,0,Aruba,106310
24,5,2020,0,0,Aruba,106310
23,5,2020,0,0,Aruba,106310
22,5,2020,0,0,Aruba,106310
21,5,2020,0,0,Aruba,106310
20,5,2020,0,0,Aruba,106310
19,5,2020,0,0,Aruba,106310
18,5,2020,0,0,Aruba,106310
17,5,2020,0,0,Aruba,106310
16,5,2020,0,0,Aruba,106310
15,5,2020,0,0,Aruba,106310
14,5,2020,0,0,Aruba,106310
13,5,2020,0,0,Aruba,106310
12,5,2020,0,0,Aruba,106310
11,5,2020,0,0,Aruba,106310
10,5,2020,0,0,Aruba,106310
9,5,2020,0,0,Aruba,106310
8,5,2020,0,1,Aruba,106310
7,5,2020,1,0,Aruba,106310
6,5,2020,0,0,Aruba,106310
5,5,2020,0,0,Aruba,106310
4,5,2020,0,0,Aruba,106310
3,5,2020,0,0,Aruba,106310
2,5,2020,0,0,Aruba,106310
1,5,2020,0,0,Aruba,106310
30,4,2020,0,0,Aruba,106310
29,4,2020,0,0,Aruba,106310
28,4,2020,0,0,Aruba,106310
27,4,2020,0,0,Aruba,106310
26,4,2020,0,0,Aruba,106310
25,4,2020,0,0,Aruba,106310
24,4,2020,0,0,Aruba,106310
23,4,2020,3,0,Aruba,106310
22,4,2020,0,0,Aruba,106310
21,4,2020,0,0,Aruba,106310
20,4,2020,1,0,Aruba,106310
19,4,2020,0,0,Aruba,106310
18,4,2020,1,1,Aruba,106310
17,4,2020,2,0,Aruba,106310
16,4,2020,1,1,Aruba,106310
15,4,2020,0,0,Aruba,106310
14,4,2020,0,0,Aruba,106310
13,4,2020,0,0,Aruba,106310
12,4,2020,6,0,Aruba,106310
11,4,2020,4,0,Aruba,106310
10,4,2020,5,0,Aruba,106310
9,4,2020,3,0,Aruba,106310
8,4,2020,3,0,Aruba,106310
7,4,2020,7,0,Aruba,106310
6,4,2020,0,0,Aruba,106310
5,4,2020,2,0,Aruba,106310
4,4,2020,2,0,Aruba,106310
3,4,2020,5,0,Aruba,106310
2,4,2020,0,0,Aruba,106310
1,4,2020,5,0,Aruba,106310
30,3,2020,22,0,Aruba,106310
29,3,2020,0,0,Aruba,106310
28,3,2020,0,0,Aruba,106310
27,3,2020,9,0,Aruba,106310
26,3,2020,2,0,Aruba,106310
25,3,2020,5,0,Aruba,106310
24,3,2020,8,0,Aruba,106310
20,3,2020,2,0,Aruba,106310
13,3,2020,2,0,Aruba,106310
6,7,2020,87,0,Australia,25203200
5,7,2020,107,0,Australia,25203200
4,7,2020,254,0,Australia,25203200
3,7,2020,81,0,Australia,25203200
2,7,2020,86,0,Australia,25203200
1,7,2020,67,0,Australia,25203200
30,6,2020,81,0,Australia,25203200
29,6,2020,45,0,Australia,25203200
28,6,2020,46,0,Australia,25203200
27,6,2020,37,0,Australia,25203200
26,6,2020,37,1,Australia,25203200
25,6,2020,29,1,Australia,25203200
24,6,2020,18,0,Australia,25203200
23,6,2020,13,0,Australia,25203200
22,6,2020,25,0,Australia,25203200
21,6,2020,27,0,Australia,25203200
20,6,2020,18,0,Australia,25203200
19,6,2020,21,0,Australia,25203200
18,6,2020,23,0,Australia,25203200
17,6,2020,12,0,Australia,25203200
16,6,2020,15,0,Australia,25203200
15,6,2020,18,0,Australia,25203200
14,6,2020,12,0,Australia,25203200
13,6,2020,5,0,Australia,25203200
12,6,2020,9,0,Australia,25203200
11,6,2020,9,0,Australia,25203200
10,6,2020,2,0,Australia,25203200
9,6,2020,5,0,Australia,25203200
8,6,2020,5,0,Australia,25203200
7,6,2020,4,0,Australia,25203200
6,6,2020,11,0,Australia,25203200
5,6,2020,11,0,Australia,25203200
4,6,2020,8,0,Australia,25203200
3,6,2020,17,0,Australia,25203200
2,6,2020,9,0,Australia,25203200
1,6,2020,10,0,Australia,25203200
31,5,2020,12,0,Australia,25203200
30,5,2020,23,0,Australia,25203200
29,5,2020,11,0,Australia,25203200
28,5,2020,6,0,Australia,25203200
27,5,2020,15,0,Australia,25203200
